vid_id,ad_view
VID_2849,1753
VID_3663,1593
VID_4544,5420
VID_2207,1736
VID_7078,592
VID_13144,3500
VID_4884,2083
VID_852,3500
VID_12131,590
VID_16562,3500
VID_9009,942
VID_13487,1593
VID_14576,581
VID_16832,1188
VID_17985,1442
VID_21569,1744
VID_4951,1593
VID_18135,1188
VID_1962,1747
VID_23091,1335
VID_23077,924
VID_9672,1593
VID_20332,908
VID_4113,1493
VID_6555,678
VID_6209,1593
VID_23570,576
VID_14917,338
VID_17109,1593
VID_6136,3500
VID_3040,1593
VID_9886,3500
VID_18657,1188
VID_2394,506
VID_1352,1136
VID_8297,3500
VID_10112,942
VID_4262,3500
VID_10461,543
VID_1952,432
VID_10504,1188
VID_10590,1593
VID_18256,576
VID_19145,1843
VID_20784,3500
VID_448,3500
VID_6293,1159
VID_4462,2129
VID_6650,3500
VID_11002,12608
VID_17404,1593
VID_2118,287
VID_3642,4800
VID_7963,3500
VID_1340,851
VID_6769,3171
VID_23631,3500
VID_21726,1188
VID_11721,2874
VID_1553,1087
VID_541,1138
VID_2429,1593
VID_13505,1593
VID_23404,576
VID_6298,1188
VID_13722,1593
VID_19086,3794
VID_19421,1593
VID_3997,1593
VID_5230,2874
VID_14597,1358
VID_22282,1402
VID_3986,1593
VID_13078,3500
VID_5677,2221
VID_7886,1593
VID_20821,2214
VID_13253,991
VID_3632,1188
VID_15975,1207
VID_22577,724
VID_15223,3246
VID_11245,3825
VID_1802,667
VID_7434,1825
VID_11313,1593
VID_2900,3500
VID_106,1593
VID_9784,3500
VID_15561,3500
VID_20893,1593
VID_4174,431
VID_1295,1820
VID_701,1825
VID_13718,3500
VID_15384,1593
VID_7332,1593
VID_21757,3500
VID_16022,305
VID_16236,1593
VID_4337,3500
VID_20636,1593
VID_639,2012
VID_3511,1593
VID_5508,1188
VID_6281,1188
VID_15053,1593
VID_3435,3500
VID_8616,751
VID_14044,1593
VID_6493,797
VID_3158,1593
VID_10253,3500
VID_3001,3500
VID_20951,2012
VID_5750,1174
VID_11466,716
VID_9642,3794
VID_15556,1593
VID_14167,3500
VID_16180,723
VID_5456,1593
VID_926,1188
VID_16685,1736
VID_14228,1593
VID_14720,3500
VID_18717,1593
VID_10635,3500
VID_20840,1386
VID_3096,1823
VID_3244,1736
VID_21373,3500
VID_5533,1188
VID_4549,3500
VID_22471,1593
VID_3835,1593
VID_17761,1158
VID_5721,916
VID_510,369
VID_19978,1593
VID_15191,4435
VID_17998,3500
VID_23349,3500
VID_13271,3500
VID_16457,5148
VID_21777,1925
VID_6416,1593
VID_11087,3500
VID_7437,924
VID_22835,1925
VID_8283,3500
VID_13522,1188
VID_7611,558
VID_8984,847
VID_10628,558
VID_9849,1593
VID_1968,3091
VID_11578,746
VID_2237,3246
VID_15132,1188
VID_12746,3267
VID_3130,1207
VID_9593,3500
VID_10652,3794
VID_14015,3500
VID_7116,791
VID_19028,1593
VID_17430,924
VID_21788,1112
VID_15831,1892
VID_5942,3500
VID_15029,3500
VID_4352,4322
VID_21653,3500
VID_6190,3794
VID_7095,791
VID_2485,779
VID_6437,1169
VID_11325,1901
VID_13363,663
VID_6398,1448
VID_10189,3500
VID_18253,1823
VID_15829,1593
VID_12349,1593
VID_11887,3500
VID_22327,3500
VID_10815,3500
VID_1776,4346
VID_3175,1207
VID_21068,3500
VID_7316,1593
VID_21999,3500
VID_19345,1461
VID_3700,486
VID_7802,1593
VID_2126,3500
VID_1254,5043
VID_18091,678
VID_323,506
VID_605,1188
VID_22819,3500
VID_6178,1493
VID_20098,2270
VID_18451,621
VID_21177,4213
VID_6010,779
VID_21931,2459
VID_14297,1442
VID_19770,1736
VID_18120,945
VID_1563,681
VID_976,1386
VID_5235,3500
VID_4540,1925
VID_17883,3500
VID_16527,1177
VID_1118,1188
VID_22359,3500
VID_10076,3500
VID_654,693
VID_15065,1188
VID_16385,1823
VID_767,924
VID_18898,1593
VID_11910,3500
VID_11880,1344
VID_23174,1398
VID_6947,3500
VID_23593,3500
VID_20704,1593
VID_6935,1593
VID_19859,1593
VID_6578,989
VID_9747,1188
VID_13132,3500
VID_8734,971
VID_22732,3500
VID_18516,346
VID_1949,903
VID_22124,1593
VID_8310,3500
VID_14424,3283
VID_18895,1593
VID_13210,1256
VID_14732,537
VID_6603,588
VID_19754,3500
VID_9276,1825
VID_6369,495
VID_12207,1188
VID_11183,3500
VID_18547,3500
VID_12303,1386
VID_1587,1487
VID_22246,3500
VID_16300,1188
VID_4282,4966
VID_12064,1593
VID_20842,3500
VID_21172,3817
VID_4541,3500
VID_12477,779
VID_18127,471
VID_1502,2990
VID_18016,2083
VID_10950,3500
VID_11735,1593
VID_11959,1593
VID_20482,3500
VID_5816,1403
VID_7301,486
VID_226,1593
VID_20856,3068
VID_5107,3794
VID_11678,3500
VID_23497,6911
VID_6797,1410
VID_22106,1487
VID_10151,1593
VID_6725,3500
VID_2435,1188
VID_17908,2083
VID_454,1593
VID_23067,3068
VID_21609,999
VID_3253,2043
VID_5935,3500
VID_1568,707
VID_14804,1568
VID_22087,3500
VID_9497,3500
VID_4592,3500
VID_5831,924
VID_11356,1138
VID_17667,1593
VID_13649,3500
VID_7974,3794
VID_6013,1188
VID_4389,1593
VID_19030,1922
VID_832,924
VID_14244,3500
VID_282,3500
VID_17406,1736
VID_12603,1797
VID_4580,3500
VID_9481,3500
VID_22005,3500
VID_20093,3500
VID_3816,1138
VID_12403,7707
VID_16868,1188
VID_11701,3500
VID_16884,1188
VID_7812,1593
VID_1655,3500
VID_21729,1540
VID_6951,3500
VID_17539,3500
VID_2956,3500
VID_10006,3500
VID_14881,2847
VID_1138,2990
VID_14030,1593
VID_3201,1207
VID_17876,879
VID_20857,1386
VID_2154,3500
VID_5544,1593
VID_10712,3500
VID_6910,1174
VID_2882,1593
VID_15719,1892
VID_2706,1747
VID_143,510
VID_10659,3500
VID_22669,3068
VID_3256,908
VID_18252,783
VID_137,506
VID_8672,3500
VID_12118,1410
VID_6922,1207
VID_17178,1822
VID_4557,1593
VID_8160,1593
VID_6384,1159
VID_23225,945
VID_17567,1823
VID_3948,408
VID_9140,1593
VID_7953,3500
VID_11092,1593
VID_1181,1210
VID_8841,3500
VID_1656,3500
VID_1754,3500
VID_9938,3059
VID_14679,1505
VID_19110,2459
VID_17072,722
VID_18196,924
VID_14429,3500
VID_20829,3500
VID_1727,1781
VID_4614,3500
VID_16758,956
VID_44,3500
VID_15213,3500
VID_1709,1569
VID_5094,1865
VID_15523,1593
VID_14180,1188
VID_17357,3500
VID_23027,3500
VID_9263,1825
VID_739,657
VID_4921,1188
VID_12691,1593
VID_3569,1256
VID_5953,1925
VID_21747,1593
VID_9598,3794
VID_176,3500
VID_19040,3500
VID_6705,3500
VID_21343,3500
VID_4162,1188
VID_22679,3794
VID_19508,1593
VID_2131,1201
VID_9655,1593
VID_4729,1892
VID_21712,1593
VID_23591,3500
VID_1571,1593
VID_19048,3500
VID_10794,3500
VID_8462,3500
VID_7572,3500
VID_19660,1593
VID_10977,1386
VID_18270,1892
VID_10621,3500
VID_20459,1593
VID_8902,1593
VID_8879,851
VID_23588,1593
VID_21748,1901
VID_17517,1413
VID_17678,1138
VID_12011,1593
VID_21869,1593
VID_7035,1593
VID_915,3500
VID_3330,1207
VID_21146,1593
VID_5812,3500
VID_21236,1558
VID_19792,3500
VID_11920,3500
VID_8060,461
VID_11201,1593
VID_4814,3171
VID_2255,3500
VID_1557,1736
VID_4517,3500
VID_1847,1442
VID_12468,989
VID_17563,2874
VID_6092,1188
VID_8505,1188
VID_3145,1736
VID_4523,1192
VID_5572,9616
VID_15622,3500
VID_23664,1593
VID_1199,2298
VID_20859,3500
VID_20219,3500
VID_14843,1138
VID_10143,1593
VID_18589,1593
VID_12417,4435
VID_13581,4435
VID_3415,647
VID_17443,3500
VID_4628,2083
VID_2661,3500
VID_7209,3794
VID_7870,1593
VID_17045,1141
VID_20063,2170
VID_11909,2459
VID_17225,1925
VID_14680,1013
VID_7326,1447
VID_15140,1593
VID_2324,1593
VID_2936,1593
VID_18115,1256
VID_9316,1593
VID_18367,924
VID_15205,6220
VID_3068,1593
VID_6319,1188
VID_14285,1593
VID_20949,3500
VID_7519,1593
VID_5836,6911
VID_20268,2713
VID_12833,3500
VID_17659,1593
VID_7137,1405
VID_22579,3500
VID_21681,3500
VID_2911,3500
VID_23348,12007
VID_15619,1814
VID_10327,1593
VID_13590,3500
VID_9793,3500
VID_22698,3500
VID_2798,3500
VID_15022,3500
VID_23502,1131
VID_865,6829
VID_12126,1188
VID_10439,1583
VID_3103,1593
VID_10764,1825
VID_20169,1159
VID_20766,549
VID_20512,3500
VID_21472,1969
VID_18887,3500
VID_922,1188
VID_21984,1599
VID_16563,3500
VID_16788,1188
VID_17778,923
VID_1904,10936
VID_928,1138
VID_12845,2083
VID_6422,891
VID_10221,3500
VID_15977,1593
VID_21774,3500
VID_19891,1593
VID_23519,1593
VID_9823,1593
VID_17541,3500
VID_15111,3500
VID_19743,1593
VID_5621,1138
VID_7492,1825
VID_4974,1013
VID_3104,1593
VID_22084,3500
VID_8234,3500
VID_13324,1593
VID_18874,1593
VID_12753,3365
VID_3226,1593
VID_5911,3500
VID_18670,1174
VID_13918,1593
VID_22137,1269
VID_5582,3500
VID_17134,1410
VID_6065,1188
VID_7714,3500
VID_19758,1593
VID_5181,5148
VID_11772,1593
VID_10293,1593
VID_18907,1593
VID_11238,180
VID_9684,1593
VID_14439,3500
VID_3502,427
VID_4648,1593
VID_13653,3500
VID_7319,784
VID_22221,3500
VID_10521,576
VID_23193,1188
VID_9209,1593
VID_386,319
VID_41,3500
VID_4129,1188
VID_1323,3523
VID_19618,1473
VID_6806,1410
VID_5608,3500
VID_8789,3500
VID_16467,2129
VID_3723,1593
VID_4399,3500
VID_259,3500
VID_17597,1865
VID_21110,2083
VID_293,784
VID_22872,1174
VID_3543,784
VID_17344,603
VID_2219,3500
VID_4004,1493
VID_4449,3500
VID_3243,1593
VID_11767,1593
VID_19467,1593
VID_16918,1593
VID_8455,3500
VID_20744,479
VID_20358,1256
VID_23417,324
VID_4859,3500
VID_21291,1843
VID_2742,1188
VID_932,3500
VID_4665,3500
VID_1931,1188
VID_834,3500
VID_16455,1719
VID_18695,3500
VID_12570,2351
VID_3363,2083
VID_1429,1593
VID_23147,1756
VID_370,300
VID_8257,3500
VID_14746,1648
VID_12892,1925
VID_9440,1593
VID_6662,3794
VID_2439,1188
VID_18596,1138
VID_5669,3794
VID_20658,924
VID_5661,302
VID_19314,1593
VID_21996,3500
VID_4895,3500
VID_17999,3500
VID_1786,3500
VID_23173,4800
VID_7943,3500
VID_12577,1558
VID_17318,1032
VID_21978,4346
VID_11917,3500
VID_7819,1593
VID_16076,1593
VID_1612,1177
VID_17300,3500
VID_19434,1593
VID_5088,3500
VID_21732,3500
VID_12730,2874
VID_1460,1849
VID_17895,3500
VID_16178,1112
VID_22430,1739
VID_12248,1593
VID_18022,874
VID_3374,675
VID_3356,1207
VID_23558,1593
VID_21886,1593
VID_12680,3500
VID_5318,576
VID_18729,1593
VID_3743,4435
VID_22340,1489
VID_7883,1188
VID_14571,576
VID_20046,826
VID_14313,1593
VID_19082,1593
VID_11669,1843
VID_2403,1444
VID_7712,3500
VID_18609,3500
VID_11421,1138
VID_17566,3825
VID_18756,1087
VID_4247,853
VID_873,3500
VID_5746,2285
VID_13164,3500
VID_7328,1138
VID_12080,1410
VID_6225,1593
VID_21762,1593
VID_7152,941
VID_18531,1410
VID_13933,3500
VID_20645,1493
VID_7912,3500
VID_3764,1925
VID_1419,3794
VID_10266,3500
VID_17267,3500
VID_17708,1593
VID_14260,1593
VID_22827,3500
VID_15849,1593
VID_6295,1593
VID_4035,596
VID_15408,1569
VID_17222,1129
VID_6272,1593
VID_11058,3076
VID_7933,3794
VID_10786,3500
VID_15374,908
VID_19008,1770
VID_2844,1188
VID_12873,924
VID_1355,1593
VID_19948,1593
VID_13963,1188
VID_21011,3500
VID_21482,4966
VID_21047,3500
VID_4720,810
VID_22653,1593
VID_17703,1138
VID_13037,1593
VID_18144,919
VID_23720,1593
VID_15700,1188
VID_2508,1398
VID_22904,3500
VID_17530,3500
VID_18410,1593
VID_1699,1670
VID_13566,1593
VID_8420,1174
VID_11889,1386
VID_895,501
VID_3134,577
VID_10710,3794
VID_4238,1843
VID_11849,1593
VID_2588,2195
VID_6522,852
VID_12950,3500
VID_11709,3794
VID_16269,3500
VID_364,924
VID_2644,1386
VID_23659,3500
VID_2730,788
VID_1454,10936
VID_2825,3500
VID_20225,2968
VID_1489,1087
VID_23715,1398
VID_12821,3500
VID_11847,1593
VID_7640,3500
VID_19332,1593
VID_5762,1772
VID_20998,3500
VID_11454,1188
VID_17762,1207
VID_691,779
VID_21981,2805
VID_14040,1593
VID_5138,6380
VID_2373,1593
VID_6714,3246
VID_19344,1843
VID_6267,1593
VID_7897,3794
VID_13511,1138
VID_6917,1219
VID_3310,583
VID_14906,1593
VID_7881,2083
VID_13142,3500
VID_15795,1138
VID_18665,1117
VID_2431,1188
VID_13625,3500
VID_2025,3500
VID_1001,639
VID_3076,1593
VID_16999,783
VID_22546,3500
VID_22344,3500
VID_20339,1593
VID_504,1188
VID_17790,3500
VID_3641,853
VID_18275,3500
VID_14821,908
VID_1580,1158
VID_9979,2381
VID_21425,1540
VID_6419,2221
VID_6374,924
VID_23257,2804
VID_6998,1593
VID_8926,999
VID_4243,1593
VID_14086,779
VID_22645,1117
VID_21879,1593
VID_9573,3500
VID_1998,3500
VID_14137,1593
VID_7136,924
VID_9981,1607
VID_11657,2536
VID_7110,746
VID_21099,3825
VID_1543,1335
VID_5706,1593
VID_23139,968
VID_5755,2221
VID_13994,1593
VID_11854,3500
VID_18964,1188
VID_14089,3500
VID_1725,3500
VID_14435,1593
VID_13519,1736
VID_6687,3500
VID_992,1461
VID_13255,1174
VID_8720,1188
VID_22967,1593
VID_21862,1593
VID_1011,2012
VID_18429,1461
VID_19556,5420
VID_11414,924
VID_4631,3500
VID_886,3500
VID_18079,1188
VID_16482,2459
VID_23628,3500
VID_2940,3500
VID_22096,3500
VID_18014,1593
VID_8405,1593
VID_7807,1188
VID_12928,1593
VID_23436,3500
VID_2351,1593
VID_22593,3500
VID_10735,3500
VID_9377,1593
VID_12438,1219
VID_20892,1736
VID_1087,2874
VID_5149,2459
VID_1085,3500
VID_16895,1188
VID_10319,974
VID_4222,352
VID_13244,1256
VID_14100,971
VID_4217,1593
VID_10197,3500
VID_3220,1593
VID_13107,3500
VID_6301,1593
VID_15202,1786
VID_8263,1473
VID_10766,1188
VID_6885,2990
VID_8141,1405
VID_20428,3500
VID_14824,1593
VID_7651,1593
VID_10878,3500
VID_4263,6829
VID_9922,1593
VID_6475,3500
VID_15557,446
VID_17806,779
VID_17324,576
VID_19027,1925
VID_21128,1207
VID_3196,1583
VID_9196,3246
VID_17497,783
VID_11413,448
VID_10917,1138
VID_22606,3500
VID_9824,3500
VID_23286,1093
VID_9752,3500
VID_13761,1593
VID_21939,1925
VID_535,1188
VID_23444,1390
VID_1499,3523
VID_5034,1925
VID_9413,445
VID_6244,1442
VID_23106,3500
VID_19719,3500
VID_4412,1593
VID_18926,3500
VID_23637,3500
VID_18666,704
VID_21005,3500
VID_18951,3500
VID_9165,1593
VID_3715,3500
VID_10362,1925
VID_2231,1188
VID_9123,1925
VID_577,1188
VID_11922,3076
VID_11881,3500
VID_21127,1158
VID_14805,2847
VID_19323,1593
VID_10125,1207
VID_1717,1614
VID_1819,1747
VID_1609,382
VID_18343,844
VID_4800,1593
VID_4740,1593
VID_6502,1188
VID_9232,4435
VID_13675,1569
VID_2567,1843
VID_3546,1188
VID_23743,263
VID_23270,1593
VID_12998,1138
VID_21509,1593
VID_3602,771
VID_21989,1925
VID_5159,3500
VID_20289,603
VID_7900,3500
VID_3558,1387
VID_1764,3468
VID_13204,1925
VID_5433,1593
VID_12037,3500
VID_19320,1593
VID_437,3500
VID_17153,1006
VID_2276,1854
VID_8949,1164
VID_16265,3500
VID_4154,1493
VID_10593,1593
VID_10169,3500
VID_7906,1753
VID_6160,2083
VID_13735,3500
VID_20644,3500
VID_22389,1487
VID_18986,720
VID_20038,738
VID_8929,1487
VID_20100,1402
VID_22080,1008
VID_2332,1138
VID_20975,528
VID_10824,3500
VID_15323,1405
VID_20227,3500
VID_9309,3500
VID_23675,3500
VID_7155,3500
VID_2486,3500
VID_16861,1188
VID_8262,813
VID_23488,3106
VID_7263,5039
VID_20886,1593
VID_9753,3500
VID_8774,3500
VID_17309,3500
VID_5337,3500
VID_3417,1207
VID_8173,1207
VID_22302,924
VID_19169,2190
VID_1565,3500
VID_6686,3500
VID_15440,718
VID_1331,10936
VID_19093,1593
VID_10763,1188
VID_9601,3500
VID_15982,2083
VID_3000,2029
VID_1963,1748
VID_9075,1593
VID_16285,1188
VID_19832,1188
VID_21280,955
VID_2264,3500
VID_14929,3500
VID_15811,1593
VID_22700,2459
VID_20594,3500
VID_15193,3500
VID_7700,1892
VID_2820,2012
VID_812,1593
VID_11751,1825
VID_22881,3500
VID_958,528
VID_17729,500
VID_11596,1461
VID_19325,1593
VID_2190,1825
VID_13073,1593
VID_6840,1739
VID_12225,3419
VID_5837,1626
VID_18859,3500
VID_3769,1901
VID_2115,1593
VID_3746,3500
VID_4813,521
VID_17143,1298
VID_8066,1825
VID_17772,1770
VID_10821,3500
VID_10238,3500
VID_5016,3500
VID_19825,1188
VID_23632,3500
VID_22367,3500
VID_19159,3794
VID_5258,2221
VID_2447,1188
VID_2285,3500
VID_9562,3500
VID_8430,3500
VID_20007,1825
VID_12308,3500
VID_4198,1207
VID_17417,1207
VID_16302,3500
VID_14813,1593
VID_17865,1593
VID_16200,916
VID_2072,6829
VID_9596,3500
VID_6098,883
VID_17429,1593
VID_21895,863
VID_9835,3500
VID_10989,1593
VID_2035,2182
VID_12355,1207
VID_12657,1593
VID_19220,3500
VID_19275,1593
VID_19369,1593
VID_18225,3500
VID_9897,3500
VID_10933,3500
VID_12062,3500
VID_3268,1593
VID_2127,2459
VID_1366,1593
VID_798,384
VID_11037,1593
VID_8945,1583
VID_17210,1925
VID_6112,498
VID_22798,1593
VID_19582,3500
VID_1276,1174
VID_19072,3500
VID_4995,2083
VID_14521,1741
VID_6580,1398
VID_7648,1207
VID_13218,1158
VID_12709,1188
VID_4152,1188
VID_5017,1150
VID_12246,3500
VID_3971,1593
VID_388,727
VID_303,331
VID_18386,1138
VID_8321,1593
VID_761,384
VID_6250,1593
VID_3051,1593
VID_8930,1442
VID_23327,1825
VID_10395,1593
VID_6038,829
VID_15890,1892
VID_13023,3500
VID_15120,1188
VID_11617,1825
VID_18165,1593
VID_5280,3500
VID_5648,2083
VID_10782,3500
VID_21087,2874
VID_21352,1403
VID_9585,3500
VID_6821,3795
VID_15087,1593
VID_19654,3500
VID_10413,1207
VID_22027,2039
VID_5081,3500
VID_6452,1843
VID_16047,1593
VID_14887,1188
VID_12293,3500
VID_10093,3500
VID_12852,3500
VID_2498,1593
VID_7027,1232
VID_2493,1188
VID_21706,1593
VID_14603,1568
VID_5878,1626
VID_965,3365
VID_9432,3500
VID_9060,1593
VID_6273,1386
VID_20500,1188
VID_18347,1925
VID_12503,1593
VID_19854,1188
VID_3007,2804
VID_10533,3500
VID_7212,3500
VID_6928,1207
VID_10737,3500
VID_11747,1188
VID_7988,3171
VID_8302,3500
VID_13951,511
VID_6027,1334
VID_15919,1825
VID_14027,1138
VID_3261,1207
VID_4875,1188
VID_13573,6829
VID_22534,3500
VID_11699,1188
VID_9756,3500
VID_18923,1593
VID_14146,3500
VID_7005,1593
VID_17570,3419
VID_10623,1593
VID_20406,3500
VID_9855,3500
VID_4293,3246
VID_16121,1593
VID_6836,2069
VID_21469,3500
VID_4587,965
VID_15753,750
VID_19328,1736
VID_6206,576
VID_14693,3500
VID_2621,1988
VID_6674,3500
VID_6064,1188
VID_1561,2069
VID_20424,2012
VID_1743,2459
VID_634,259
VID_3729,1843
VID_14834,3500
VID_1112,1442
VID_12556,2083
VID_17801,783
VID_15945,1593
VID_22283,3500
VID_20449,1593
VID_19298,1593
VID_13682,1593
VID_22045,869
VID_22228,1188
VID_10447,2083
VID_10550,3500
VID_16309,3500
VID_14611,3500
VID_10091,1188
VID_4195,1188
VID_21884,1478
VID_2200,1825
VID_14959,713
VID_22060,1487
VID_3760,1138
VID_5295,1593
VID_15783,3500
VID_17910,2012
VID_17958,2038
VID_18047,772
VID_20926,2083
VID_3731,3794
VID_994,486
VID_13333,755
VID_8368,1593
VID_5073,2459
VID_20503,629
VID_10522,575
VID_19652,3500
VID_4881,1188
VID_18340,1822
VID_10149,1294
VID_5158,2159
VID_18273,547
VID_13454,1032
VID_13681,1593
VID_19689,3500
VID_21289,1333
VID_6464,1593
VID_13637,3500
VID_9351,3500
VID_8366,1593
VID_23188,1335
VID_12067,1339
VID_8565,3500
VID_20572,898
VID_22159,1736
VID_19319,1593
VID_12375,2874
VID_17832,891
VID_7709,3500
VID_7814,1159
VID_14806,3500
VID_19850,1188
VID_243,1188
VID_15442,691
VID_7036,1892
VID_380,1747
VID_15738,1820
VID_6106,3500
VID_13875,3500
VID_7114,924
VID_21784,534
VID_18238,924
VID_2632,6829
VID_13335,3500
VID_11278,3500
VID_20865,3255
VID_5590,3794
VID_10834,3500
VID_14776,1593
VID_14535,1188
VID_20753,3500
VID_11716,1593
VID_6442,916
VID_14855,1188
VID_5618,1138
VID_15705,647
VID_21268,3500
VID_6719,3794
VID_12439,3068
VID_19495,1207
VID_1413,3500
VID_19700,3500
VID_18724,1188
VID_20607,1593
VID_67,242
VID_17220,1865
VID_5923,3246
VID_15913,3500
VID_16408,2075
VID_16364,3500
VID_16933,1824
VID_15529,1593
VID_11148,3500
VID_12324,4663
VID_5617,847
VID_7904,3794
VID_16263,1925
VID_12364,3500
VID_12538,1593
VID_22150,1739
VID_3643,1593
VID_1672,1540
VID_12028,1256
VID_9769,3500
VID_5028,3500
VID_15031,3500
VID_4006,1188
VID_13135,3500
VID_17048,2056
VID_13862,1547
VID_22781,3500
VID_4286,3500
VID_15754,1188
VID_6118,1593
VID_12929,3500
VID_20172,1593
VID_12981,3500
VID_19861,1188
VID_23691,2083
VID_6638,1167
VID_8177,1335
VID_15137,1188
VID_10369,1256
VID_18888,3500
VID_968,490
VID_15157,931
VID_23693,1593
VID_14298,1593
VID_20552,2495
VID_9109,1593
VID_3272,1825
VID_19926,3500
VID_5432,1825
VID_19362,1825
VID_2721,1505
VID_11957,3500
VID_8323,3500
VID_645,550
VID_2783,1797
VID_13684,1593
VID_18745,1138
VID_2193,1138
VID_19488,1188
VID_6168,1493
VID_21456,3500
VID_7573,3500
VID_20065,1549
VID_11804,1593
VID_15866,1138
VID_13110,1188
VID_7220,3500
VID_16965,3500
VID_20407,2459
VID_19807,1188
VID_22434,3500
VID_11886,12608
VID_19299,1207
VID_2583,1136
VID_4770,1344
VID_3421,1593
VID_18263,1823
VID_22062,3500
VID_21908,2025
VID_8584,1593
VID_3106,3500
VID_7464,528
VID_684,1593
VID_13709,3500
VID_23655,1593
VID_8589,1593
VID_4824,567
VID_12596,948
VID_9452,1593
VID_14432,3500
VID_7849,1188
VID_6822,645
VID_392,841
VID_12777,1825
VID_13616,3500
VID_15792,1138
VID_11060,999
VID_18182,3500
VID_12237,1593
VID_15759,2083
VID_15351,3500
VID_16436,3500
VID_16993,1892
VID_15666,1188
VID_20082,844
VID_23470,2012
VID_15347,924
VID_23453,4346
VID_10613,3500
VID_20155,1593
VID_7919,3500
VID_289,847
VID_16248,1925
VID_15023,3500
VID_5776,1593
VID_7234,1344
VID_15841,1593
VID_23258,1461
VID_3322,1593
VID_3510,1593
VID_4057,663
VID_8683,1593
VID_12924,3500
VID_19014,1925
VID_4319,3794
VID_9574,3500
VID_4942,1593
VID_12485,3500
VID_18915,1487
VID_23465,1333
VID_5395,3500
VID_4252,625
VID_18134,2083
VID_4898,1188
VID_21615,3500
VID_9433,1593
VID_2216,3500
VID_17785,1593
VID_17327,1593
VID_20818,1569
VID_7475,1593
VID_20723,1823
VID_22157,1593
VID_7481,1823
VID_7159,3500
VID_16515,3500
VID_274,3500
VID_14701,3500
VID_20123,3500
VID_4368,1208
VID_4574,1188
VID_1576,432
VID_11992,3365
VID_19868,1188
VID_8342,2083
VID_22655,3500
VID_20712,924
VID_9138,1138
VID_7699,3500
VID_8951,763
VID_1392,1593
VID_14808,1593
VID_8128,1593
VID_18170,1210
VID_8311,1188
VID_14550,1188
VID_4758,1593
VID_6557,745
VID_9116,1188
VID_14788,3500
VID_10195,3500
VID_23618,3500
VID_5136,1770
VID_12134,1013
VID_17456,3500
VID_9063,1593
VID_16340,3500
VID_17438,3500
VID_1902,3267
VID_14458,3500
VID_17375,3500
VID_10451,1925
VID_7080,1593
VID_3016,1593
VID_6470,576
VID_14853,2020
VID_11188,6829
VID_22628,3500
VID_5270,3500
VID_21273,1865
VID_19242,3825
VID_9996,3500
VID_17881,3500
VID_13545,851
VID_11130,575
VID_23259,2331
VID_2417,1593
VID_3411,1188
VID_3485,1825
VID_5738,1593
VID_3521,553
VID_21357,3500
VID_6801,1442
VID_10981,1811
VID_19985,1593
VID_22074,6829
VID_6537,570
VID_16778,1478
VID_18279,528
VID_19019,2669
VID_11725,1593
VID_21493,1593
VID_3640,1593
VID_18272,948
VID_8331,3500
VID_16857,1188
VID_9041,392
VID_12401,3500
VID_18782,3500
VID_10823,3500
VID_14699,3500
VID_20306,1922
VID_5710,1593
VID_8172,543
VID_15062,1593
VID_9296,2012
VID_7831,1593
VID_4970,1138
VID_9255,2082
VID_23467,936
VID_16581,3500
VID_12488,3500
VID_4011,1493
VID_3927,853
VID_5578,3500
VID_23153,1657
VID_12895,1208
VID_13203,1593
VID_5749,1258
VID_200,3500
VID_4163,1448
VID_17426,1593
VID_16544,745
VID_2305,3500
VID_553,1188
VID_9506,3500
VID_6496,726
VID_5699,1207
VID_16734,624
VID_14600,1593
VID_15112,576
VID_16954,1593
VID_18478,1188
VID_19389,1593
VID_1348,3246
VID_1000,3946
VID_16959,5039
VID_23681,3500
VID_14417,1593
VID_10784,3500
VID_8487,1188
VID_17040,462
VID_16396,1593
VID_15957,447
VID_22207,3500
VID_17528,3500
VID_15385,1593
VID_16682,1016
VID_661,576
VID_13687,1593
VID_1438,1593
VID_13332,629
VID_14000,3500
VID_7402,1825
VID_21416,1593
VID_1396,1593
VID_2133,3825
VID_3603,2803
VID_10454,3500
VID_491,1583
VID_4490,1593
VID_15588,1925
VID_13366,3500
VID_8288,1657
VID_21621,3500
VID_19232,3500
VID_20718,3500
VID_5949,3500
VID_16403,1593
VID_7954,1568
VID_441,3500
VID_12114,608
VID_8224,1540
VID_2998,3500
VID_2676,5288
VID_678,3500
VID_16659,1363
VID_1294,4800
VID_7624,1593
VID_1277,2964
VID_9726,1593
VID_13732,3500
VID_983,540
VID_18556,4435
VID_6037,1138
VID_19550,3825
VID_7145,1403
VID_8906,2847
VID_16583,3500
VID_5260,3500
VID_15014,3817
VID_14318,3500
VID_12522,6829
VID_5197,3500
VID_22396,1823
VID_3252,1593
VID_23438,1009
VID_16127,3500
VID_13860,1442
VID_13887,1188
VID_4865,1493
VID_15670,1820
VID_7894,1593
VID_18048,3523
VID_4307,2221
VID_9349,3500
VID_16991,1188
VID_17464,576
VID_9923,3500
VID_11287,3500
VID_18502,1410
VID_23104,941
VID_13868,903
VID_14374,3500
VID_5205,3500
VID_18728,3500
VID_23329,1131
VID_16284,1593
VID_14059,5039
VID_17475,3500
VID_389,891
VID_15706,2083
VID_11844,500
VID_15446,1593
VID_6039,1188
VID_6987,1593
VID_3855,734
VID_18012,2874
VID_21988,674
VID_19605,914
VID_18707,3500
